cdr_id,caller,receiver,call_datetime,duration_seconds,call_type,cell_tower
604,9123456789,9876543210,2024-01-07T23:01:00,1065,Mobile-Mobile,Tower_Delhi_Central
605,9012345678,9876543210,2024-01-07T16:31:00,706,Mobile-Mobile,Tower_Delhi_Central
606,9012345678,9876543210,2024-01-07T03:53:00,1142,Mobile-Mobile,Tower_UP_Kanpur
607,9012345678,9876543210,2024-01-07T19:48:00,455,Mobile-Mobile,Tower_Mumbai_Central
608,9012345678,9876543210,2024-01-07T10:37:00,246,Mobile-Mobile,Tower_UP_Kanpur
609,9012345678,9876543210,2024-01-07T20:01:00,984,Mobile-Mobile,Tower_Bangalore
610,8765432109,8912345678,2024-01-07T01:54:00,274,Mobile-Mobile,Tower_Bangalore
611,8765432109,8912345678,2024-01-07T17:42:00,1124,Mobile-Mobile,Tower_Bangalore
612,8765432109,8912345678,2024-01-07T23:51:00,473,Mobile-Mobile,Tower_Mumbai_Central
613,8765432109,8912345678,2024-01-07T13:27:00,226,Mobile-Mobile,Tower_UP_Kanpur
614,8765432109,8912345678,2024-01-07T16:05:00,1126,Mobile-Mobile,Tower_Delhi_Central
615,8765432109,8912345678,2024-01-07T03:20:00,465,Mobile-Mobile,Tower_Delhi_Central
616,8765432109,8912345678,2024-01-07T14:52:00,1116,Mobile-Mobile,Tower_Mumbai_Central
617,8765432109,8912345678,2024-01-07T13:17:00,152,Mobile-Mobile,Tower_Bangalore
618,8765432109,8912345678,2024-01-07T13:04:00,1172,Mobile-Mobile,Tower_Mumbai_Central
619,8765432109,8912345678,2024-01-07T23:36:00,1055,Mobile-Mobile,Tower_Delhi_Central
620,8765432109,6543210987,2024-01-07T03:40:00,48,Mobile-Mobile,Tower_Delhi_Central
621,8765432109,6543210987,2024-01-07T14:21:00,99,Mobile-Mobile,Tower_Delhi_Central
622,8765432109,6543210987,2024-01-07T10:28:00,175,Mobile-Mobile,Tower_Delhi_Central
623,8765432109,6543210987,2024-01-07T02:18:00,162,Mobile-Mobile,Tower_Mumbai_Central
624,8765432109,6543210987,2024-01-07T18:11:00,512,Mobile-Mobile,Tower_Delhi_Central
625,8765432109,6543210987,2024-01-07T11:35:00,147,Mobile-Mobile,Tower_Bangalore
626,8765432109,6543210987,2024-01-07T19:53:00,972,Mobile-Mobile,Tower_Mumbai_Central
627,8765432109,6543210987,2024-01-07T16:42:00,1171,Mobile-Mobile,Tower_Delhi_Central
628,8765432109,6543210987,2024-01-07T01:01:00,814,Mobile-Mobile,Tower_Delhi_Central
629,7654321098,7123456789,2024-01-07T19:39:00,1117,Mobile-Mobile,Tower_Bangalore
630,7654321098,7123456789,2024-01-07T01:40:00,582,Mobile-Mobile,Tower_Mumbai_Central
631,7654321098,7123456789,2024-01-07T01:10:00,50,Mobile-Mobile,Tower_Bangalore
632,7654321098,7123456789,2024-01-07T09:55:00,105,Mobile-Mobile,Tower_Bangalore
633,7654321098,7123456789,2024-01-07T15:56:00,1175,Mobile-Mobile,Tower_Delhi_Central
634,7654321098,7123456789,2024-01-07T15:48:00,653,Mobile-Mobile,Tower_Bangalore
635,7654321098,7123456789,2024-01-07T01:03:00,331,Mobile-Mobile,Tower_Mumbai_Central
636,7654321098,7123456789,2024-01-07T14:00:00,443,Mobile-Mobile,Tower_Bangalore
637,7654321098,7123456789,2024-01-07T19:58:00,362,Mobile-Mobile,Tower_Bangalore
638,7654321098,7123456789,2024-01-07T09:30:00,925,Mobile-Mobile,Tower_Mumbai_Central
639,7654321098,7123456789,2024-01-07T10:58:00,857,Mobile-Mobile,Tower_Bangalore
640,7654321098,7123456789,2024-01-07T12:56:00,79,Mobile-Mobile,Tower_UP_Kanpur
641,7654321098,7123456789,2024-01-07T16:01:00,795,Mobile-Mobile,Tower_UP_Kanpur
642,7654321098,7123456789,2024-01-07T21:54:00,356,Mobile-Mobile,Tower_Bangalore
643,7654321098,7123456789,2024-01-07T23:55:00,1074,Mobile-Mobile,Tower_Delhi_Central
644,7654321098,7123456789,2024-01-07T11:38:00,190,Mobile-Mobile,Tower_UP_Kanpur
645,7654321098,7123456789,2024-01-07T02:49:00,690,Mobile-Mobile,Tower_Delhi_Central
646,7123456789,7654321098,2024-01-07T12:07:00,58,Mobile-Mobile,Tower_Bangalore
647,7123456789,7654321098,2024-01-07T17:28:00,413,Mobile-Mobile,Tower_Delhi_Central
648,7123456789,7654321098,2024-01-07T02:55:00,406,Mobile-Mobile,Tower_Bangalore
649,7123456789,7654321098,2024-01-07T14:56:00,1177,Mobile-Mobile,Tower_Delhi_Central
650,7123456789,7654321098,2024-01-07T03:35:00,175,Mobile-Mobile,Tower_Bangalore
651,7123456789,7654321098,2024-01-07T21:53:00,838,Mobile-Mobile,Tower_Bangalore
652,7123456789,7654321098,2024-01-07T03:04:00,802,Mobile-Mobile,Tower_Mumbai_Central
653,7123456789,7654321098,2024-01-07T11:29:00,1138,Mobile-Mobile,Tower_UP_Kanpur
654,7123456789,7654321098,2024-01-07T02:50:00,358,Mobile-Mobile,Tower_Delhi_Central
655,7123456789,7654321098,2024-01-07T23:40:00,664,Mobile-Mobile,Tower_UP_Kanpur
656,7123456789,7654321098,2024-01-07T10:54:00,84,Mobile-Mobile,Tower_UP_Kanpur
657,7123456789,7654321098,2024-01-07T21:17:00,689,Mobile-Mobile,Tower_Delhi_Central
658,7123456789,7654321098,2024-01-07T13:00:00,227,Mobile-Mobile,Tower_Mumbai_Central
659,7123456789,7654321098,2024-01-07T16:39:00,1052,Mobile-Mobile,Tower_Bangalore
660,7123456789,7654321098,2024-01-07T09:16:00,1024,Mobile-Mobile,Tower_Delhi_Central
661,7123456789,7654321098,2024-01-07T03:39:00,843,Mobile-Mobile,Tower_Mumbai_Central
662,6543210987,6234567890,2024-01-07T13:22:00,721,Mobile-Mobile,Tower_UP_Kanpur
663,6543210987,6234567890,2024-01-07T01:13:00,294,Mobile-Mobile,Tower_Bangalore
664,6543210987,6234567890,2024-01-07T16:58:00,1054,Mobile-Mobile,Tower_Bangalore
665,6543210987,6234567890,2024-01-07T02:08:00,449,Mobile-Mobile,Tower_Bangalore
666,6543210987,6234567890,2024-01-07T21:52:00,1021,Mobile-Mobile,Tower_Bangalore
667,6543210987,6234567890,2024-01-07T19:58:00,116,Mobile-Mobile,Tower_Mumbai_Central
668,6543210987,6234567890,2024-01-07T18:49:00,793,Mobile-Mobile,Tower_UP_Kanpur
669,9876543210,9123456789,2024-01-08T19:16:00,932,Mobile-Mobile,Tower_Bangalore
670,9876543210,9123456789,2024-01-08T01:28:00,497,Mobile-Mobile,Tower_Delhi_Central
671,9876543210,9123456789,2024-01-08T09:35:00,187,Mobile-Mobile,Tower_Bangalore
672,9876543210,9123456789,2024-01-08T20:23:00,245,Mobile-Mobile,Tower_UP_Kanpur
673,9876543210,9123456789,2024-01-08T02:57:00,584,Mobile-Mobile,Tower_Delhi_Central
674,9876543210,9123456789,2024-01-08T13:06:00,296,Mobile-Mobile,Tower_Delhi_Central
675,9876543210,9123456789,2024-01-08T03:29:00,545,Mobile-Mobile,Tower_UP_Kanpur
676,9876543210,9123456789,2024-01-08T23:33:00,1191,Mobile-Mobile,Tower_Bangalore
677,9876543210,9123456789,2024-01-08T11:08:00,392,Mobile-Mobile,Tower_Mumbai_Central
678,9876543210,9123456789,2024-01-08T12:30:00,309,Mobile-Mobile,Tower_Delhi_Central
679,9876543210,8765432109,2024-01-08T23:38:00,1077,Mobile-Mobile,Tower_Mumbai_Central
680,9876543210,8765432109,2024-01-08T16:57:00,367,Mobile-Mobile,Tower_Bangalore
681,9876543210,8765432109,2024-01-08T23:40:00,1033,Mobile-Mobile,Tower_Bangalore
682,9876543210,8765432109,2024-01-08T03:18:00,520,Mobile-Mobile,Tower_Delhi_Central
683,9876543210,8765432109,2024-01-08T14:53:00,617,Mobile-Mobile,Tower_Mumbai_Central
684,9876543210,7654321098,2024-01-08T19:46:00,294,Mobile-Mobile,Tower_Bangalore
685,9876543210,7654321098,2024-01-08T14:06:00,402,Mobile-Mobile,Tower_Mumbai_Central
686,9876543210,7654321098,2024-01-08T01:53:00,72,Mobile-Mobile,Tower_Delhi_Central
687,9876543210,7654321098,2024-01-08T02:09:00,370,Mobile-Mobile,Tower_Delhi_Central
688,9876543210,7654321098,2024-01-08T17:54:00,33,Mobile-Mobile,Tower_UP_Kanpur
689,9876543210,7654321098,2024-01-08T01:51:00,789,Mobile-Mobile,Tower_Mumbai_Central
690,9876543210,7654321098,2024-01-08T03:43:00,779,Mobile-Mobile,Tower_Bangalore
691,9876543210,7654321098,2024-01-08T23:39:00,320,Mobile-Mobile,Tower_Bangalore
692,9123456789,9876543210,2024-01-08T23:11:00,699,Mobile-Mobile,Tower_Mumbai_Central
693,9123456789,9876543210,2024-01-08T11:31:00,223,Mobile-Mobile,Tower_Delhi_Central
694,9123456789,9876543210,2024-01-08T02:57:00,759,Mobile-Mobile,Tower_Bangalore
695,9123456789,9876543210,2024-01-08T15:39:00,1074,Mobile-Mobile,Tower_UP_Kanpur
696,9123456789,9876543210,2024-01-08T10:53:00,1032,Mobile-Mobile,Tower_Mumbai_Central
697,9123456789,9876543210,2024-01-08T01:42:00,280,Mobile-Mobile,Tower_Delhi_Central
698,9123456789,9876543210,2024-01-08T12:29:00,1035,Mobile-Mobile,Tower_Mumbai_Central
699,9123456789,9876543210,2024-01-08T09:02:00,882,Mobile-Mobile,Tower_Delhi_Central
700,9012345678,9876543210,2024-01-08T21:11:00,491,Mobile-Mobile,Tower_UP_Kanpur
701,9012345678,9876543210,2024-01-08T17:36:00,708,Mobile-Mobile,Tower_Bangalore
702,9012345678,9876543210,2024-01-08T01:53:00,1178,Mobile-Mobile,Tower_UP_Kanpur
703,9012345678,9876543210,2024-01-08T02:09:00,533,Mobile-Mobile,Tower_Mumbai_Central
704,9012345678,9876543210,2024-01-08T01:43:00,598,Mobile-Mobile,Tower_UP_Kanpur
705,9012345678,9876543210,2024-01-08T03:47:00,1108,Mobile-Mobile,Tower_Bangalore
706,9012345678,9876543210,2024-01-08T21:53:00,890,Mobile-Mobile,Tower_Delhi_Central
707,9012345678,9876543210,2024-01-08T14:17:00,964,Mobile-Mobile,Tower_Delhi_Central
708,8765432109,8912345678,2024-01-08T19:24:00,884,Mobile-Mobile,Tower_Mumbai_Central
709,8765432109,8912345678,2024-01-08T10:55:00,526,Mobile-Mobile,Tower_UP_Kanpur
710,8765432109,8912345678,2024-01-08T23:50:00,777,Mobile-Mobile,Tower_Delhi_Central
711,8765432109,8912345678,2024-01-08T21:24:00,1013,Mobile-Mobile,Tower_Bangalore
712,8765432109,8912345678,2024-01-08T14:25:00,888,Mobile-Mobile,Tower_UP_Kanpur
713,8765432109,8912345678,2024-01-08T03:54:00,763,Mobile-Mobile,Tower_Mumbai_Central
714,8765432109,8912345678,2024-01-08T03:27:00,309,Mobile-Mobile,Tower_Mumbai_Central
715,8765432109,8912345678,2024-01-08T18:03:00,885,Mobile-Mobile,Tower_UP_Kanpur
716,8765432109,8912345678,2024-01-08T09:34:00,987,Mobile-Mobile,Tower_UP_Kanpur
717,8765432109,8912345678,2024-01-08T15:01:00,787,Mobile-Mobile,Tower_Bangalore
718,8765432109,8912345678,2024-01-08T02:45:00,1145,Mobile-Mobile,Tower_Bangalore
719,8765432109,8912345678,2024-01-08T16:57:00,967,Mobile-Mobile,Tower_UP_Kanpur
720,8765432109,8912345678,2024-01-08T01:08:00,284,Mobile-Mobile,Tower_Mumbai_Central
721,8765432109,6543210987,2024-01-08T02:51:00,200,Mobile-Mobile,Tower_UP_Kanpur
722,8765432109,6543210987,2024-01-08T01:31:00,1110,Mobile-Mobile,Tower_Mumbai_Central
723,8765432109,6543210987,2024-01-08T09:34:00,468,Mobile-Mobile,Tower_Mumbai_Central
724,8765432109,6543210987,2024-01-08T13:43:00,617,Mobile-Mobile,Tower_Delhi_Central
725,8765432109,6543210987,2024-01-08T17:32:00,416,Mobile-Mobile,Tower_Delhi_Central
726,8765432109,6543210987,2024-01-08T15:03:00,991,Mobile-Mobile,Tower_UP_Kanpur
727,8765432109,6543210987,2024-01-08T15:10:00,700,Mobile-Mobile,Tower_Mumbai_Central
728,8765432109,6543210987,2024-01-08T02:41:00,228,Mobile-Mobile,Tower_Mumbai_Central
729,8765432109,6543210987,2024-01-08T21:28:00,724,Mobile-Mobile,Tower_Bangalore
730,7654321098,7123456789,2024-01-08T02:12:00,405,Mobile-Mobile,Tower_UP_Kanpur
731,7654321098,7123456789,2024-01-08T15:45:00,145,Mobile-Mobile,Tower_Mumbai_Central
732,7654321098,7123456789,2024-01-08T16:08:00,961,Mobile-Mobile,Tower_Bangalore
733,7654321098,7123456789,2024-01-08T23:35:00,705,Mobile-Mobile,Tower_Mumbai_Central
734,7654321098,7123456789,2024-01-08T11:44:00,515,Mobile-Mobile,Tower_Delhi_Central
735,7654321098,7123456789,2024-01-08T03:31:00,358,Mobile-Mobile,Tower_Bangalore
736,7654321098,7123456789,2024-01-08T12:55:00,421,Mobile-Mobile,Tower_Mumbai_Central
737,7654321098,7123456789,2024-01-08T17:23:00,478,Mobile-Mobile,Tower_UP_Kanpur
738,7654321098,7123456789,2024-01-08T12:34:00,446,Mobile-Mobile,Tower_UP_Kanpur
739,7654321098,7123456789,2024-01-08T12:54:00,522,Mobile-Mobile,Tower_Bangalore
740,7654321098,7123456789,2024-01-08T03:40:00,558,Mobile-Mobile,Tower_Bangalore
741,7654321098,7123456789,2024-01-08T18:40:00,201,Mobile-Mobile,Tower_Mumbai_Central
742,7654321098,7123456789,2024-01-08T03:06:00,756,Mobile-Mobile,Tower_Bangalore
743,7654321098,7123456789,2024-01-08T19:33:00,431,Mobile-Mobile,Tower_Mumbai_Central
744,7654321098,7123456789,2024-01-08T21:55:00,521,Mobile-Mobile,Tower_Delhi_Central
745,7654321098,7123456789,2024-01-08T16:43:00,557,Mobile-Mobile,Tower_Bangalore
746,7654321098,7123456789,2024-01-08T02:59:00,741,Mobile-Mobile,Tower_Bangalore
747,7123456789,7654321098,2024-01-08T14:42:00,1033,Mobile-Mobile,Tower_Delhi_Central
748,7123456789,7654321098,2024-01-08T17:07:00,1119,Mobile-Mobile,Tower_Bangalore
749,7123456789,7654321098,2024-01-08T01:36:00,1197,Mobile-Mobile,Tower_Bangalore
750,7123456789,7654321098,2024-01-08T01:57:00,495,Mobile-Mobile,Tower_Mumbai_Central
751,7123456789,7654321098,2024-01-08T20:19:00,385,Mobile-Mobile,Tower_Delhi_Central
752,7123456789,7654321098,2024-01-08T19:01:00,316,Mobile-Mobile,Tower_Mumbai_Central
753,7123456789,7654321098,2024-01-08T23:08:00,883,Mobile-Mobile,Tower_UP_Kanpur
754,7123456789,7654321098,2024-01-08T15:30:00,1013,Mobile-Mobile,Tower_UP_Kanpur
755,7123456789,7654321098,2024-01-08T03:32:00,143,Mobile-Mobile,Tower_Bangalore
756,7123456789,7654321098,2024-01-08T18:10:00,647,Mobile-Mobile,Tower_Delhi_Central
757,7123456789,7654321098,2024-01-08T01:34:00,490,Mobile-Mobile,Tower_Delhi_Central
758,7123456789,7654321098,2024-01-08T23:43:00,270,Mobile-Mobile,Tower_UP_Kanpur
759,7123456789,7654321098,2024-01-08T02:54:00,916,Mobile-Mobile,Tower_Bangalore
760,7123456789,7654321098,2024-01-08T03:38:00,253,Mobile-Mobile,Tower_UP_Kanpur
761,7123456789,7654321098,2024-01-08T03:02:00,384,Mobile-Mobile,Tower_UP_Kanpur
762,7123456789,7654321098,2024-01-08T23:05:00,638,Mobile-Mobile,Tower_Bangalore
763,7123456789,7654321098,2024-01-08T09:05:00,378,Mobile-Mobile,Tower_UP_Kanpur
764,7123456789,7654321098,2024-01-08T20:52:00,487,Mobile-Mobile,Tower_UP_Kanpur
765,6543210987,6234567890,2024-01-08T20:43:00,823,Mobile-Mobile,Tower_Bangalore
766,6543210987,6234567890,2024-01-08T03:40:00,175,Mobile-Mobile,Tower_Delhi_Central
767,6543210987,6234567890,2024-01-08T21:10:00,497,Mobile-Mobile,Tower_Bangalore
768,6543210987,6234567890,2024-01-08T19:13:00,661,Mobile-Mobile,Tower_UP_Kanpur
769,6543210987,6234567890,2024-01-08T01:37:00,133,Mobile-Mobile,Tower_Delhi_Central
770,6543210987,6234567890,2024-01-08T14:39:00,644,Mobile-Mobile,Tower_Delhi_Central
771,6543210987,6234567890,2024-01-08T10:38:00,675,Mobile-Mobile,Tower_Mumbai_Central
772,6543210987,6234567890,2024-01-08T21:42:00,529,Mobile-Mobile,Tower_Delhi_Central
773,6543210987,6234567890,2024-01-08T01:56:00,270,Mobile-Mobile,Tower_Mumbai_Central
774,6543210987,6234567890,2024-01-08T14:16:00,977,Mobile-Mobile,Tower_Delhi_Central
775,9876543210,9123456789,2024-01-09T03:43:00,963,Mobile-Mobile,Tower_UP_Kanpur
776,9876543210,9123456789,2024-01-09T03:39:00,693,Mobile-Mobile,Tower_UP_Kanpur
777,9876543210,9123456789,2024-01-09T12:56:00,76,Mobile-Mobile,Tower_Delhi_Central
778,9876543210,9123456789,2024-01-09T15:47:00,402,Mobile-Mobile,Tower_Bangalore
779,9876543210,9123456789,2024-01-09T10:41:00,1062,Mobile-Mobile,Tower_Mumbai_Central
780,9876543210,9123456789,2024-01-09T17:41:00,983,Mobile-Mobile,Tower_Delhi_Central
781,9876543210,9123456789,2024-01-09T02:07:00,604,Mobile-Mobile,Tower_Mumbai_Central
782,9876543210,9123456789,2024-01-09T23:42:00,806,Mobile-Mobile,Tower_UP_Kanpur
783,9876543210,9123456789,2024-01-09T11:35:00,724,Mobile-Mobile,Tower_Delhi_Central
784,9876543210,8765432109,2024-01-09T02:43:00,710,Mobile-Mobile,Tower_Delhi_Central
785,9876543210,8765432109,2024-01-09T15:58:00,800,Mobile-Mobile,Tower_Mumbai_Central
786,9876543210,8765432109,2024-01-09T15:09:00,711,Mobile-Mobile,Tower_Mumbai_Central
787,9876543210,8765432109,2024-01-09T02:05:00,956,Mobile-Mobile,Tower_Bangalore
788,9876543210,8765432109,2024-01-09T12:37:00,665,Mobile-Mobile,Tower_UP_Kanpur
789,9876543210,8765432109,2024-01-09T18:42:00,153,Mobile-Mobile,Tower_Bangalore
790,9876543210,8765432109,2024-01-09T15:51:00,1157,Mobile-Mobile,Tower_Delhi_Central
791,9876543210,8765432109,2024-01-09T13:34:00,1161,Mobile-Mobile,Tower_UP_Kanpur
792,9876543210,7654321098,2024-01-09T15:08:00,736,Mobile-Mobile,Tower_Mumbai_Central
793,9876543210,7654321098,2024-01-09T09:40:00,760,Mobile-Mobile,Tower_Mumbai_Central
794,9876543210,7654321098,2024-01-09T02:45:00,902,Mobile-Mobile,Tower_Delhi_Central
795,9876543210,7654321098,2024-01-09T09:24:00,585,Mobile-Mobile,Tower_UP_Kanpur
796,9876543210,7654321098,2024-01-09T03:55:00,431,Mobile-Mobile,Tower_UP_Kanpur
797,9123456789,9876543210,2024-01-09T01:15:00,199,Mobile-Mobile,Tower_Delhi_Central
798,9123456789,9876543210,2024-01-09T14:30:00,1045,Mobile-Mobile,Tower_Mumbai_Central
799,9123456789,9876543210,2024-01-09T11:37:00,814,Mobile-Mobile,Tower_Bangalore
800,9123456789,9876543210,2024-01-09T13:28:00,972,Mobile-Mobile,Tower_Delhi_Central
801,9123456789,9876543210,2024-01-09T02:54:00,835,Mobile-Mobile,Tower_Bangalore
802,9123456789,9876543210,2024-01-09T13:09:00,915,Mobile-Mobile,Tower_Bangalore
803,9123456789,9876543210,2024-01-09T18:00:00,414,Mobile-Mobile,Tower_Mumbai_Central
804,9123456789,9876543210,2024-01-09T10:00:00,554,Mobile-Mobile,Tower_Delhi_Central
805,9123456789,9876543210,2024-01-09T16:52:00,682,Mobile-Mobile,Tower_UP_Kanpur
806,9123456789,9876543210,2024-01-09T20:36:00,48,Mobile-Mobile,Tower_UP_Kanpur
807,9012345678,9876543210,2024-01-09T12:06:00,281,Mobile-Mobile,Tower_Mumbai_Central
808,9012345678,9876543210,2024-01-09T23:04:00,449,Mobile-Mobile,Tower_Mumbai_Central
809,9012345678,9876543210,2024-01-09T03:07:00,973,Mobile-Mobile,Tower_Bangalore
810,9012345678,9876543210,2024-01-09T23:39:00,623,Mobile-Mobile,Tower_UP_Kanpur
811,9012345678,9876543210,2024-01-09T17:01:00,592,Mobile-Mobile,Tower_Bangalore
812,9012345678,9876543210,2024-01-09T09:48:00,46,Mobile-Mobile,Tower_Delhi_Central
813,8765432109,8912345678,2024-01-09T02:45:00,795,Mobile-Mobile,Tower_Bangalore
814,8765432109,8912345678,2024-01-09T01:00:00,812,Mobile-Mobile,Tower_Mumbai_Central
815,8765432109,8912345678,2024-01-09T23:50:00,63,Mobile-Mobile,Tower_Mumbai_Central
816,8765432109,8912345678,2024-01-09T12:28:00,438,Mobile-Mobile,Tower_Mumbai_Central
817,8765432109,8912345678,2024-01-09T21:21:00,630,Mobile-Mobile,Tower_Mumbai_Central
818,8765432109,8912345678,2024-01-09T20:15:00,291,Mobile-Mobile,Tower_Bangalore
819,8765432109,8912345678,2024-01-09T20:54:00,970,Mobile-Mobile,Tower_Bangalore
820,8765432109,8912345678,2024-01-09T23:33:00,880,Mobile-Mobile,Tower_Delhi_Central
821,8765432109,8912345678,2024-01-09T19:58:00,1131,Mobile-Mobile,Tower_UP_Kanpur
822,8765432109,8912345678,2024-01-09T12:15:00,919,Mobile-Mobile,Tower_UP_Kanpur
823,8765432109,8912345678,2024-01-09T20:02:00,878,Mobile-Mobile,Tower_Delhi_Central
824,8765432109,8912345678,2024-01-09T23:16:00,521,Mobile-Mobile,Tower_Mumbai_Central
825,8765432109,6543210987,2024-01-09T02:04:00,948,Mobile-Mobile,Tower_Bangalore
826,8765432109,6543210987,2024-01-09T13:38:00,597,Mobile-Mobile,Tower_Delhi_Central
827,8765432109,6543210987,2024-01-09T09:46:00,960,Mobile-Mobile,Tower_Delhi_Central
828,8765432109,6543210987,2024-01-09T20:59:00,787,Mobile-Mobile,Tower_Delhi_Central
829,8765432109,6543210987,2024-01-09T20:14:00,156,Mobile-Mobile,Tower_UP_Kanpur
830,8765432109,6543210987,2024-01-09T01:14:00,1117,Mobile-Mobile,Tower_Delhi_Central
831,7654321098,7123456789,2024-01-09T09:30:00,718,Mobile-Mobile,Tower_UP_Kanpur
832,7654321098,7123456789,2024-01-09T15:29:00,824,Mobile-Mobile,Tower_Mumbai_Central
833,7654321098,7123456789,2024-01-09T12:48:00,743,Mobile-Mobile,Tower_UP_Kanpur
834,7654321098,7123456789,2024-01-09T14:25:00,282,Mobile-Mobile,Tower_UP_Kanpur
835,7654321098,7123456789,2024-01-09T19:23:00,205,Mobile-Mobile,Tower_Bangalore
836,7654321098,7123456789,2024-01-09T16:31:00,559,Mobile-Mobile,Tower_Mumbai_Central
837,7654321098,7123456789,2024-01-09T20:05:00,1115,Mobile-Mobile,Tower_Delhi_Central
838,7654321098,7123456789,2024-01-09T23:32:00,368,Mobile-Mobile,Tower_Bangalore
839,7654321098,7123456789,2024-01-09T16:43:00,85,Mobile-Mobile,Tower_Mumbai_Central
840,7654321098,7123456789,2024-01-09T03:17:00,381,Mobile-Mobile,Tower_Mumbai_Central
841,7654321098,7123456789,2024-01-09T21:41:00,1123,Mobile-Mobile,Tower_Mumbai_Central
842,7654321098,7123456789,2024-01-09T03:45:00,934,Mobile-Mobile,Tower_Delhi_Central
843,7654321098,7123456789,2024-01-09T19:22:00,41,Mobile-Mobile,Tower_Delhi_Central
844,7654321098,7123456789,2024-01-09T16:44:00,1014,Mobile-Mobile,Tower_UP_Kanpur
845,7654321098,7123456789,2024-01-09T01:08:00,518,Mobile-Mobile,Tower_UP_Kanpur
846,7654321098,7123456789,2024-01-09T02:36:00,138,Mobile-Mobile,Tower_Mumbai_Central
847,7123456789,7654321098,2024-01-09T19:19:00,399,Mobile-Mobile,Tower_Delhi_Central
848,7123456789,7654321098,2024-01-09T17:25:00,1183,Mobile-Mobile,Tower_Bangalore
849,7123456789,7654321098,2024-01-09T03:20:00,986,Mobile-Mobile,Tower_Bangalore
850,7123456789,7654321098,2024-01-09T21:55:00,283,Mobile-Mobile,Tower_Delhi_Central
851,7123456789,7654321098,2024-01-09T11:31:00,859,Mobile-Mobile,Tower_Delhi_Central
852,7123456789,7654321098,2024-01-09T23:36:00,355,Mobile-Mobile,Tower_Mumbai_Central
853,7123456789,7654321098,2024-01-09T18:37:00,157,Mobile-Mobile,Tower_Bangalore
854,7123456789,7654321098,2024-01-09T12:57:00,795,Mobile-Mobile,Tower_Bangalore
855,7123456789,7654321098,2024-01-09T17:12:00,446,Mobile-Mobile,Tower_Delhi_Central
856,7123456789,7654321098,2024-01-09T18:18:00,607,Mobile-Mobile,Tower_Bangalore
857,7123456789,7654321098,2024-01-09T03:50:00,330,Mobile-Mobile,Tower_Mumbai_Central
858,7123456789,7654321098,2024-01-09T17:18:00,1166,Mobile-Mobile,Tower_UP_Kanpur
859,7123456789,7654321098,2024-01-09T23:55:00,127,Mobile-Mobile,Tower_Delhi_Central
860,7123456789,7654321098,2024-01-09T03:34:00,393,Mobile-Mobile,Tower_Mumbai_Central
861,7123456789,7654321098,2024-01-09T20:49:00,700,Mobile-Mobile,Tower_Delhi_Central
862,7123456789,7654321098,2024-01-09T01:15:00,1008,Mobile-Mobile,Tower_Bangalore
863,7123456789,7654321098,2024-01-09T14:35:00,1110,Mobile-Mobile,Tower_Bangalore
864,7123456789,7654321098,2024-01-09T01:13:00,282,Mobile-Mobile,Tower_Delhi_Central
865,6543210987,6234567890,2024-01-09T14:59:00,992,Mobile-Mobile,Tower_Mumbai_Central
866,6543210987,6234567890,2024-01-09T16:10:00,479,Mobile-Mobile,Tower_Bangalore
867,6543210987,6234567890,2024-01-09T10:09:00,83,Mobile-Mobile,Tower_UP_Kanpur
868,6543210987,6234567890,2024-01-09T17:00:00,865,Mobile-Mobile,Tower_Mumbai_Central
869,6543210987,6234567890,2024-01-09T14:02:00,811,Mobile-Mobile,Tower_Delhi_Central
870,6543210987,6234567890,2024-01-09T03:39:00,536,Mobile-Mobile,Tower_UP_Kanpur
871,6543210987,6234567890,2024-01-09T01:27:00,665,Mobile-Mobile,Tower_UP_Kanpur
872,6543210987,6234567890,2024-01-09T17:45:00,774,Mobile-Mobile,Tower_Bangalore
873,9876543210,9123456789,2024-01-10T23:58:00,614,Mobile-Mobile,Tower_Mumbai_Central
874,9876543210,9123456789,2024-01-10T15:52:00,343,Mobile-Mobile,Tower_Delhi_Central
875,9876543210,9123456789,2024-01-10T18:27:00,1076,Mobile-Mobile,Tower_UP_Kanpur
876,9876543210,9123456789,2024-01-10T03:28:00,1039,Mobile-Mobile,Tower_Delhi_Central
877,9876543210,9123456789,2024-01-10T15:04:00,1119,Mobile-Mobile,Tower_Bangalore
878,9876543210,9123456789,2024-01-10T01:49:00,922,Mobile-Mobile,Tower_UP_Kanpur
879,9876543210,9123456789,2024-01-10T15:13:00,774,Mobile-Mobile,Tower_UP_Kanpur
880,9876543210,9123456789,2024-01-10T23:24:00,832,Mobile-Mobile,Tower_Bangalore
881,9876543210,9123456789,2024-01-10T12:04:00,957,Mobile-Mobile,Tower_UP_Kanpur
882,9876543210,9123456789,2024-01-10T10:41:00,1162,Mobile-Mobile,Tower_UP_Kanpur
883,9876543210,9123456789,2024-01-10T18:24:00,1120,Mobile-Mobile,Tower_UP_Kanpur
884,9876543210,8765432109,2024-01-10T03:55:00,39,Mobile-Mobile,Tower_UP_Kanpur
885,9876543210,8765432109,2024-01-10T23:08:00,611,Mobile-Mobile,Tower_Bangalore
886,9876543210,8765432109,2024-01-10T19:28:00,486,Mobile-Mobile,Tower_Mumbai_Central
887,9876543210,8765432109,2024-01-10T02:13:00,886,Mobile-Mobile,Tower_Bangalore
